of,contrato,empenho,empresa,cnpj,ano,ptres,plano_interno,processo,ted,bem,area,macro_area,intervencao,quantidade,parlamentar,rec_int,pregao,valor_unit,estado,municipio,latitude,longitude,beneficiario,cnpj_bene,contato,telefone,vencimento,responsavel_pela_informacao,entrega_realizada_pelo_fornecedor,processo_pagamento,pagamento,chassi_bt,chassi,serie_bt,serie,placa_bt,placa,ebm,ebm_bt,localizacao,punicao,obs_punicao,doacao,proc_doacao,status_doacao,termo_doacao,data_doacao,detalhe_da_doacao,data_ces,vencimento_do_encago,encargo,encargo_pagamnto,status_vencimento,det_enc,analista_responsavel,localizacao_do_bem,termo_publicado,entrega_fisica,baixa,data_entrega,of_emissao,metodo_doacao,intermedio,evento,item,marca,evento_realizado
7.0390/2017,NULL,2017NE571161,F. BONTEMPO BRUM PIRES EIRELLI,20.121.168/0001-62,2017,130959 - 15.244.2029.7k66.0022 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTÁVEL LOCAL INTEGRADO-PI,12460003PI2 - EMENDA - JÚLIO CESAR - PSD/PI,59570.000713/2017-16,NULL,Carreta tanque 4.000 L,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,JÚLIO CÉSAR,Não,14/2017 - 7ª SR,14995,PI,Castelo do Piauí,-5.31869299999999967,-41.54986499999999694,ASSOCIAÇÃO DE DESENVOLVIMENTO COMUNITÁRIO DA PALMEIRINHA,02.319.131/0001-61,,NULL,2018-08-09,,Não,,NULL,Não,,Não,NULL,Não,NULL,,Não,NULL,Sim,O. F. foi recebida em 11/04/2018 pela empresa. Fornecedora não entregou o bem. Processo arquivado não podendo ser adotada pela Codevasf cobrança de multa por inexistência da empresa.,Não,NULL,Item Não Fornecido,NULL,2018-08-09,,0000-00-00,0000-00-00,Isento,NULL,NULL,,Rogério Cardoso,,Não,Não,Não,NULL,Emitida,Direta,NULL,NULL,NULL,,Não
7.0392/2017,NULL,2017NE571163,TERRA VIVA COMÉRCIO E REPRESENTAÇÕES,17.542.364/0001-04,2017,130959 - 15.244.2029.7k66.0022 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTÁVEL LOCAL INTEGRADO-PI,12460003PI2 - EMENDA - JÚLIO CESAR - PSD/PI,59570.000713/2017-16,NULL,Roçadeira hidráulica articulada,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,JÚLIO CÉSAR,Não,14/2017 - 7ª SR,5235,PI,Castelo do Piauí,-5.31869299999999967,-41.54986499999999694,ASSOCIAÇÃO DE DESENVOLVIMENTO COMUNITÁRIO DA PALMEIRINHA,02.319.131/0001-61,,,NULL,,Sim,59570.001311/2018-10,Pago,Não,,Não,,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.115.00/2019,2019-08-28,,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2019-09-17,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0391/2017,NULL,2017NE571162,INDUMAPAL EQUIPAMENTOS AGRÍCOLAS LTDA,05.613.266/0001-23,2017,130959 - 15.244.2029.7k66.0022 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTÁVEL LOCAL INTEGRADO-PI,12460003PI2 - EMENDA - JÚLIO CESAR - PSD/PI,59570.000713/2017-16,NULL,Guincho agrícola,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,JÚLIO CÉSAR,Não,14/2017 - 7ª SR,829,PI,Castelo do Piauí,-5.31869299999999967,-41.54986499999999694,ASSOCIAÇÃO DE DESENVOLVIMENTO COMUNITÁRIO DA PALMEIRINHA,02.319.131/0001-61,,NULL,2018-08-18,,Não,,NULL,Não,,Não,NULL,Não,NULL,,Não,NULL,Sim,O. F foi recebida em 20/04/2018 pela empresa. Fornecedora não entregou o bem. Aplicado as sanções legais por abandono de contrato através de Ofício 06/2019 -7ª SR de 14/01/2019.,Não,NULL,Item Não Fornecido,NULL,2018-08-18,,0000-00-00,0000-00-00,Isento,NULL,NULL,,Rogério Cardoso,,Não,Não,Não,NULL,Emitida,Direta,NULL,NULL,NULL,,Não
7.0214/2017,NULL,2017NE570842,EMPORIUM CONSTRUTORA COMÉRCIO E SERVIÇOS LTDA,05.163.253/0001-08,2017,130969 - 15.244.2029.7k66.0022 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTÁVEL LOCAL INTEGRADO-PI,19350003PI2 - EMENDA - ÁTILA LIRA - PSB/PI,59570.000800/2017-65,NULL,Caminhão carroceria em madeira,"Caminhões, veículos leves de carga e utilitários","Caminhões, veículos leves de carga e utilitários",Máquinas e equipamentos,TRUE,ÁTILA LIRA,Não,15/2017 - 7ª SR,164480,PI,Colônia do Gurgueia,-8.18369699999999867,-43.79399899999999946,ASSOCIAÇÃO DE MORADORES DE DESENVOLVIMENTO AGROPECUÁRIO DE LAGOA CERCADA,01.963.371/0001-31,,,NULL,,Sim,,Pago,Sim,9BFVEADS7KBS47151,Não,,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.071.00/2019,2019-06-18,,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2019-06-07,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0269/2017,NULL,2017NE570010,JHONNY MÁQUINAS E IMPLEMENTOS,24.184.923/0001-09,2017,,,,NULL,Grade Aradora 16/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,HERÁCLITO FORTES,Não,07/2017 - 5ª SR,15930,PI,Corrente,-10.43334899999999976,-45.16334799999999916,PREFEITURA MUNICIPAL DE CORRENTE,06.554.257/0001-71,Prefeito Gladson Murilo (89) 99405-9344,NULL,2018-09-15,,Não,,NULL,Não,,Não,NULL,Não,NULL,,Não,NULL,Sim,O. F. foi recebida em 26/03/2018 pela empresa. Fornecedora não entregou o bem. Aplicado as sanções legais por abandono de contrato através de Ofício 40/2019 -7ª SR de 15/02/2019.,Não,NULL,Item Não Fornecido,NULL,2018-09-15,,0000-00-00,0000-00-00,Isento,NULL,NULL,,Rogério Cardoso,,Não,Não,Não,NULL,Emitida,Direta,NULL,NULL,NULL,,Não
7.0245/2017,NULL,2017NE570885,MAQTRAL MÁQUINAS PEÇAS E TRATORES,07.736.287/0001-61,2017,110283 - 20.608.2029.214S.0001 - ESTRUTURAÇÃO E DINAMIZAÇÃO DE ATIVIDADES PRODUTIVAS - NACIONAL,NA0000SAPL1 - TED Codevasf,59570.001233/2017-64,TED-19/2017-SDR/MI,"Trator agrícola 88 CV, 4x4",Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,HERÁCLITO FORTES,Não,07/2017 - 5ª SR,98500,PI,Corrente,-10.43334899999999976,-45.16334799999999916,PREFEITURA MUNICIPAL DE CORRENTE,06.554.257/0001-71,Prefeito Gladson Murilo (89) 99405-9344,,NULL,,Sim,59570.000522/2018-27,Pago,Não,,Sim,V750491766,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.007.00/2018,2018-07-04,,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2018-07-02,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0286/2017,NULL,2017NE570942,AGROINDUSTRIAL FREITAS LTDA EPP,21.344.856/0001-54,2017,110283 - 20.608.2029.214S.0001 - ESTRUTURAÇÃO E DINAMIZAÇÃO DE ATIVIDADES PRODUTIVAS - NACIONAL,NA0000SAPL1 - TED Codevasf,59570.001233/2017-64,TED-19/2017-SDR/MI,Carreta Agrícola em madeira 4T,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,HERÁCLITO FORTES,Não,07/2017 - 5ª SR,7000,PI,Corrente,-10.43334899999999976,-45.16334799999999916,PREFEITURA MUNICIPAL DE CORRENTE,06.554.257/0001-71,Prefeito Gladson Murilo (89) 99405-9344,,NULL,,Sim,59570.001662/2018-12,Pago,Não,,Sim,752,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.060.00/2019,2019-05-10,,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2019-03-22,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0296/2017,NULL,2017NE570953,RK INDUSTRIA DE IMPLEMENTOS AGRICOLAS EIRELI - EPP,05.043.720/0001-58,2017,110283 - 20.608.2029.214S.0001 - ESTRUTURAÇÃO E DINAMIZAÇÃO DE ATIVIDADES PRODUTIVAS - NACIONAL,NA0000SAPL1 - TED Codevasf,59570.001233/2017-64,TED-19/2017-SDR/MI,Grade Aradora 16/24,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,HERÁCLITO FORTES,Não,07/2017 - 5ª SR,15669,PI,Curimatá,-10.03260799999999975,-44.30019999999998959,FUNDAÇÃO ALÍRIO GUERRA DE MACEDO,23.518.608/0001-08,,,NULL,,Sim,59570.001130/2018-85,Pago,Não,,Sim,18/2035,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.014.00/2019,2019-03-19,,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2019-04-29,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0282/2017,NULL,2017NE570938,AGROINDUSTRIAL FREITAS LTDA EPP,21.344.856/0001-54,2017,110283 - 20.608.2029.214S.0001 - ESTRUTURAÇÃO E DINAMIZAÇÃO DE ATIVIDADES PRODUTIVAS - NACIONAL,NA0000SAPL1 - TED Codevasf,59570.001233/2017-64,TED-19/2017-SDR/MI,Carreta Agrícola em madeira 4T,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,HERÁCLITO FORTES,Não,07/2017 - 5ª SR,7000,PI,Curimatá,-10.03260799999999975,-44.30019999999998959,FUNDAÇÃO ALÍRIO GUERRA DE MACEDO,23.518.608/0001-08,,,NULL,,Sim,59570.001662/2018-12,Pago,Não,,Sim,749,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.019.00/2019,2019-03-19,,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2019-04-29,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0240/2017,NULL,2017NE570877,MAQTRAL MÁQUINAS PEÇAS E TRATORES,07.736.287/0001-61,2017,110283 - 20.608.2029.214S.0001 - ESTRUTURAÇÃO E DINAMIZAÇÃO DE ATIVIDADES PRODUTIVAS - NACIONAL,NA0000SAPL1 - TED Codevasf,59570.001233/2017-64,TED-19/2017-SDR/MI,"Trator agrícola 88 CV, 4x4",Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,HERÁCLITO FORTES,Não,07/2017 - 5ª SR,98500,PI,Curimatá,-10.03260799999999975,-44.30019999999998959,FUNDAÇÃO ALÍRIO GUERRA DE MACEDO,23.518.608/0001-08,,,NULL,,Sim,59570.000522/2018-27,Pago,Não,,Sim,V750489618,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.012.00/2018,2018-07-16,,NULL,2019-07-06,Não Isento,Sim,Pago,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2018-07-02,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0267/2017,NULL,2017NE570921,AGROINDUSTRIAL FREITAS LTDA EPP,21.344.856/0001-54,2017,110283 - 20.608.2029.214S.0001 - ESTRUTURAÇÃO E DINAMIZAÇÃO DE ATIVIDADES PRODUTIVAS - NACIONAL,NA0000SAPL1 - TED Codevasf,59570.001233/2017-64,TED-19/2017-SDR/MI,Carreta Agrícola em madeira 4T,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,HERÁCLITO FORTES,Não,07/2017 - 5ª SR,7000,PI,Currais,-9.01175500000000085,-44.40619399999999928,ASSOCIAÇÃO DOS TRABALHADORES RURAIS DO ASSENTAMENTO TABOCA,07.385.757/0001-90,,,NULL,,Sim,59570.001662/2018-12,Pago,Não,,Sim,742,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.038.00/2019,2018-05-17,,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2019-07-03,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0300/2017,NULL,2017NE570957,RK INDUSTRIA DE IMPLEMENTOS AGRICOLAS EIRELI - EPP,05.043.720/0001-58,2017,110283 - 20.608.2029.214S.0001 - ESTRUTURAÇÃO E DINAMIZAÇÃO DE ATIVIDADES PRODUTIVAS - NACIONAL,NA0000SAPL1 - TED Codevasf,59570.001233/2017-64,TED-19/2017-SDR/MI,Grade Aradora 16/24,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,HERÁCLITO FORTES,Não,07/2017 - 5ª SR,15669,PI,Currais,-9.01175500000000085,-44.40619399999999928,ASSOCIAÇÃO DOS TRABALHADORES RURAIS DO ASSENTAMENTO TABOCA,07.385.757/0001-90,,,NULL,,Sim,59570.001130/2018-85,Pago,Não,,Sim,18/2033,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.038.00/2019,2018-05-17,,NULL,NULL,Não Isento,Não,Aguardando Pagamento,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2019-06-24,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0233/2017,NULL,2017NE570870,MAQTRAL MÁQUINAS PEÇAS E TRATORES,07.736.287/0001-61,2017,110283 - 20.608.2029.214S.0001 - ESTRUTURAÇÃO E DINAMIZAÇÃO DE ATIVIDADES PRODUTIVAS - NACIONAL,NA0000SAPL1 - TED Codevasf,59570.001233/2017-64,TED-19/2017-SDR/MI,"Trator agrícola 88 CV, 4x4",Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,HERÁCLITO FORTES,Não,07/2017 - 5ª SR,98500,PI,Currais,-9.01175500000000085,-44.40619399999999928,ASSOCIAÇÃO DOS TRABALHADORES RURAIS DO ASSENTAMENTO TABOCA,07.385.757/0001-90,,,NULL,,Sim,59570.000493/2018-01,Pago,Não,,Sim,V750489610,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.011.00/2018,2018-07-09,,NULL,2019-07-05,Não Isento,Sim,Pago,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2018-07-02,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0319/2017,NULL,2017NE570977,JH MÁQUINAS E EQUIPAMENTOS LTDA,21.699.819/0001-69 ,2017,131050 - 15.244.2029.7k66.0022 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTÁVEL LOCAL INTEGRADO-PI,37440002PI2 - EMENDA-REJANE DIAS-PI,59570.001233/2017-64,NULL,Roçadeira para microtrator,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,MAIA FILHO,Não,07/2017 - 5ª SR,4171,PI,Floriano,-6.7718209999999992,-43.0241359999999986,PREFEITURA MUNICIPAL DE FLORIANO,06.554.067/0001-54,,,NULL,,Sim,59570.000147/2019-04,Pago,Não,,Sim,7432,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.144.00/2019,2019-09-02,,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2019-09-06,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0323/2017,NULL,2017NE570984,EBR BRASIL FORTE COMÉRCIO E EQUIPAMENTOS EIRELI,07.865.480/0001-00,2017,131050 - 15.244.2029.7k66.0022 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTÁVEL LOCAL INTEGRADO-PI,37440002PI2 - EMENDA-REJANE DIAS-PI,59570.001233/2017-64,NULL,Microtrator 14 CV,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,MAIA FILHO,Não,07/2017 - 5ª SR,13799,PI,Floriano,-6.7718209999999992,-43.0241359999999986,PREFEITURA MUNICIPAL DE FLORIANO,06.554.067/0001-54,,NULL,2018-07-04,,Não,,NULL,Não,,Não,NULL,Não,NULL,,Não,NULL,Sim,"O. F. foi recebida em 05/04/2018 pela empresa. Fornecedora não entregou o bem, nem justificou. Estamos aplicando as sanções legais. Aplicado as sanções legais por abandono de contrato através de Ofício 156/2018 -7ª SR de 07/11/2018.",Não,NULL,Item Não Fornecido,NULL,2018-07-04,,0000-00-00,0000-00-00,Isento,NULL,NULL,,Rogério Cardoso,,Não,Não,Não,NULL,Emitida,Direta,NULL,NULL,NULL,,Não
7.0318/2017,NULL,2017NE571114,MARCASSIO INDÚSTRIA E COMÉRCIO DE MÁQUINAS AGRÍCOLAS,00.540.503/0001-50,2017,131050 - 15.244.2029.7k66.0022 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTÁVEL LOCAL INTEGRADO-PI,37440002PI2 - EMENDA-REJANE DIAS-PI,59570.001233/2017-64,NULL,Plantadeira para microtrator,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,MAIA FILHO,Não,07/2017 - 5ª SR,10998,PI,Floriano,-6.7718209999999992,-43.0241359999999986,PREFEITURA MUNICIPAL DE FLORIANO,06.554.067/0001-54,,,NULL,,Sim,59570.001096/2018-49,Pago,Não,,Sim,1196,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.144.00/2019,2019-09-02,,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2019-09-06,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0393/2017,NULL,2017NE571164,MUTUM MÁQUINAS E IMPLEMENTOS AGRÍCOLAS LTDA,08.041.695/0002-42,2017,130959 - 15.244.2029.7k66.0022 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTÁVEL LOCAL INTEGRADO-PI,12460003PI2 - EMENDA - JÚLIO CESAR - PSD/PI,59570.000713/2017-16,NULL,"Trator agrícola 75 CV, 4x4 com plaina dianteira e concha",Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,JÚLIO CÉSAR,Não,14/2017 - 7ª SR,110000,PI,Guadalupe,-6.78284799999999954,-43.55944099999999253,PREFEITURA MUNICIPAL DE GUADALUPE,06.554.083/0001-47,Maria Jozeneide Fernandes Lima (86)99867-7861,,2018-08-08,,Sim,59570.000697/2018-34,Pago,Sim,HCCZTT75KJCG74304,Não,,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.005.00/2018,2018-07-04,,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2018-06-19,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0395/2017,NULL,2017NE571166,F. BONTEMPO BRUM PIRES EIRELLI,20.121.168/0001-62,2017,130959 - 15.244.2029.7k66.0022 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTÁVEL LOCAL INTEGRADO-PI,12460003PI2 - EMENDA - JÚLIO CESAR - PSD/PI,59570.000713/2017-16,NULL,Carreta tanque 4.000 L,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,JÚLIO CÉSAR,Não,14/2017 - 7ª SR,14995,PI,Guadalupe,-6.78284799999999954,-43.55944099999999253,PREFEITURA MUNICIPAL DE GUADALUPE,06.554.083/0001-47,Maria Jozeneide Fernandes Lima (86)99867-7861,NULL,2018-08-09,,Não,,NULL,Não,,Não,NULL,Não,NULL,,Não,NULL,Sim,O. F. foi recebida em 11/04/2018 pela empresa. Fornecedora não entregou o bem. Processo arquivado não podendo ser adotada pela Codevasf cobrança de multa por inexistência da empresa.,Não,NULL,Item Não Fornecido,NULL,2018-08-09,,0000-00-00,0000-00-00,Isento,NULL,NULL,,Rogério Cardoso,,Não,Não,Não,NULL,Emitida,Direta,NULL,NULL,NULL,,Não
7.0397/2017,NULL,2017NE571168,TERRA VIVA COMÉRCIO E REPRESENTAÇÕES,17.542.364/0001-04,2017,130959 - 15.244.2029.7k66.0022 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTÁVEL LOCAL INTEGRADO-PI,12460003PI2 - EMENDA - JÚLIO CESAR - PSD/PI,59570.000713/2017-16,NULL,Roçadeira hidráulica articulada,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,JÚLIO CÉSAR,Não,14/2017 - 7ª SR,5235,PI,Guadalupe,-6.78284799999999954,-43.55944099999999253,PREFEITURA MUNICIPAL DE GUADALUPE,06.554.083/0001-47,Maria Jozeneide Fernandes Lima (86)99867-7861,,2018-12-02,,Sim,59570.001311/2018-10,Pago,Não,,Não,,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.058.00/2019,2019-05-10,,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2019-05-07,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0394/2017,NULL,2017NE571260,JHONNY MÁQUINAS E IMPLEMENTOS,24.184.923/0001-09,2017,130959 - 15.244.2029.7k66.0022 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTÁVEL LOCAL INTEGRADO-PI,12460003PI2 - EMENDA - JÚLIO CESAR - PSD/PI,59570.000713/2017-16,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,JÚLIO CÉSAR,Não,14/2017 - 7ª SR,13829,PI,Guadalupe,-6.78284799999999954,-43.55944099999999253,PREFEITURA MUNICIPAL DE GUADALUPE,06.554.083/0001-47,Maria Jozeneide Fernandes Lima (86)99867-7861,NULL,2018-10-22,,Não,,NULL,Não,,Não,NULL,Não,NULL,,Não,NULL,Sim,O. F. foi recebida em 26/03/2018 pela empresa. Fornecedora não entregou o bem. Aplicado as sanções legais por abandono de contrato através de Ofício 40/2019 -7ª SR de 15/02/2019.,Não,NULL,Item Não Fornecido,NULL,2018-09-22,,0000-00-00,0000-00-00,Isento,NULL,NULL,,Rogério Cardoso,,Não,Não,Não,NULL,Emitida,Direta,NULL,NULL,NULL,,Não
7.0396/2017,NULL,2017NE571167,INDUMAPAL EQUIPAMENTOS AGRÍCOLAS LTDA,05.613.266/0001-23,2017,130959 - 15.244.2029.7k66.0022 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTÁVEL LOCAL INTEGRADO-PI,12460003PI2 - EMENDA - JÚLIO CESAR - PSD/PI,59570.000713/2017-16,NULL,Guincho agrícola,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,JÚLIO CÉSAR,Não,14/2017 - 7ª SR,829,PI,Guadalupe,-6.78284799999999954,-43.55944099999999253,PREFEITURA MUNICIPAL DE GUADALUPE,06.554.083/0001-47,Maria Jozeneide Fernandes Lima (86)99867-7861,NULL,2018-08-18,,Não,,NULL,Não,,Não,NULL,Não,NULL,,Não,NULL,Sim,O. F foi recebida em 20/04/2018 pela empresa. Fornecedora não entregou o bem. Aplicado as sanções legais por abandono de contrato através de Ofício 06/2019 -7ª SR de 14/01/2019.,Não,NULL,Item Não Fornecido,NULL,2018-08-18,,0000-00-00,0000-00-00,Isento,NULL,NULL,,Rogério Cardoso,,Não,Não,Não,NULL,Emitida,Direta,NULL,NULL,NULL,,Não
7.0306/2017,NULL,2017NE570964,RK INDUSTRIA DE IMPLEMENTOS AGRICOLAS EIRELI - EPP,05.043.720/0001-58,2017,110283 - 20.608.2029.214S.0001 - ESTRUTURAÇÃO E DINAMIZAÇÃO DE ATIVIDADES PRODUTIVAS - NACIONAL,NA0000SAPL1 - TED Codevasf,59570.001233/2017-64,TED-19/2017-SDR/MI,Grade Aradora 16/24,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,HERÁCLITO FORTES,Não,07/2017 - 5ª SR,15669,PI,Itaueira,-7.59989000000000026,-43.02490000000000236,ASSOCIAÇÃO DOS PEQUENOS PRODUTORES RURAIS DA COMUNIDADE MACAMBIRA,01.083.977/0001-82,,,NULL,,Sim,59570.001130/2018-85,Pago,Não,,Sim,18/2026,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.103.00/2019,2019-07-18,,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2019-09-04,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0275/2017,NULL,2017NE570931,AGROINDUSTRIAL FREITAS LTDA EPP,21.344.856/0001-54,2017,110283 - 20.608.2029.214S.0001 - ESTRUTURAÇÃO E DINAMIZAÇÃO DE ATIVIDADES PRODUTIVAS - NACIONAL,NA0000SAPL1 - TED Codevasf,59570.001233/2017-64,TED-19/2017-SDR/MI,Carreta Agrícola em madeira 4T,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,HERÁCLITO FORTES,Não,07/2017 - 5ª SR,7000,PI,Itaueira,-7.59989000000000026,-43.02490000000000236,ASSOCIAÇÃO DOS PEQUENOS PRODUTORES RURAIS DA COMUNIDADE MACAMBIRA,01.083.977/0001-82,,,NULL,,Sim,59570.001662/2018-12,Pago,Não,,Sim,744,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.103.00/2019,2019-07-18,,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2019-09-04,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0238/2017,NULL,2017NE570875,MAQTRAL MÁQUINAS PEÇAS E TRATORES,07.736.287/0001-61,2017,110283 - 20.608.2029.214S.0001 - ESTRUTURAÇÃO E DINAMIZAÇÃO DE ATIVIDADES PRODUTIVAS - NACIONAL,NA0000SAPL1 - TED Codevasf,59570.001233/2017-64,TED-19/2017-SDR/MI,"Trator agrícola 88 CV, 4x4",Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,HERÁCLITO FORTES,Não,07/2017 - 5ª SR,98500,PI,Itaueira,-7.59989000000000026,-43.02490000000000236,ASSOCIAÇÃO DOS PEQUENOS PRODUTORES RURAIS DA COMUNIDADE MACAMBIRA,01.083.977/0001-82,,,NULL,,Sim,59570.000888/2018-04,Pago,Não,,Sim,V750491764,Não,,,Não,NULL,Não,NULL,Sim,,Termo de Doação,7.103.00/2019,2019-07-18,,NULL,NULL,Isento,Não,NULL,,Rogério Cardoso,BENEFICIÁRIO,Sim,Sim,Sim,2019-09-04,Emitida,Direta,NULL,NULL,NULL,,Sim
7.0310/2017,NULL,2017NE570968,JHONNY MÁQUINAS E IMPLEMENTOS,24.184.923/0001-09,2017,130969 - 15.244.2029.7k66.0022 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTÁVEL LOCAL INTEGRADO-PI,19350003PI2 - EMENDA - ÁTILA LIRA - PSB/PI,59570.001233/2017-64,NULL,Grade Aradora 16/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,ÁTILA LIRA,Não,07/2017 - 5ª SR,15930,PI,Jardim do Mulato,-6.13634500000000038,-42.64822199999998986,ASSOCIAÇÃO DE MORADORES DA COMUNIDADE CHAPADINHA DA MANGABEIRA,11.384.432/0001-60,,NULL,2018-09-22,,Não,,NULL,Não,,Não,NULL,Não,NULL,,Não,NULL,Sim,O. F. foi recebida em 26/03/2018 pela empresa. Fornecedora não entregou o bem. Aplicado as sanções legais por abandono de contrato através de Ofício 40/2019 -7ª SR de 15/02/2019.,Não,NULL,Item Não Fornecido,NULL,2018-09-22,,0000-00-00,0000-00-00,Isento,NULL,NULL,,Rogério Cardoso,,Não,Não,Não,NULL,Emitida,Direta,NULL,NULL,NULL,,Não
